Src   Dst   Srvport  Utilized (ns)   Utilization
46    6     NO       0               0.00%
46    7     NO       0               0.00%
46    9     NO       0               0.00%
46    10    NO       0               0.00%
46    11    NO       0               0.00%
46    12    NO       0               0.00%
46    13    NO       0               0.00%
46    14    NO       0               0.00%
46    15    NO       0               0.00%
46    303   NO       0               0.00%
47    0     NO       0               0.00%
47    1     NO       0               0.00%
47    2     NO       0               0.00%
47    3     NO       0               0.00%
47    4     NO       0               0.00%
47    5     NO       0               0.00%
47    6     NO       0               0.00%
47    7     NO       0               0.00%
47    8     NO       0               0.00%
47    9     NO       0               0.00%
47    10    NO       0               0.00%
47    11    NO       0               0.00%
47    12    NO       0               0.00%
47    15    NO       0               0.00%
47    295   NO       0               0.00%
47    299   NO       0               0.00%
48    695   YES      0               0.00%
49    689   YES      0               0.00%
49    694   YES      0               0.00%
50    690   YES      0               0.00%
50    693   YES      0               0.00%
51    691   YES      0               0.00%
51    692   YES      0               0.00%
53    18    NO       0               0.00%
53    19    NO       0               0.00%
54    20    NO       0               0.00%
54    21    NO       0               0.00%
55    23    NO       0               0.00%
57    18    NO       0               0.00%
57    19    NO       0               0.00%
58    20    NO       0               0.00%
58    21    NO       0               0.00%
59    22    NO       0               0.00%
59    23    NO       0               0.00%
61    18    NO       0               0.00%
62    20    NO       0               0.00%
62    21    NO       0               0.00%
63    22    NO       0               0.00%
63    23    NO       0               0.00%
65    18    NO       0               0.00%
65    19    NO       0               0.00%
66    20    NO       0               0.00%
66    21    NO       0               0.00%
67    22    NO       0               0.00%
67    23    NO       0               0.00%
69    19    NO       0               0.00%
70    20    NO       0               0.00%
70    21    NO       0               0.00%
71    22    NO       0               0.00%
71    23    NO       0               0.00%
73    18    NO       0               0.00%
73    19    NO       0               0.00%
